checkpoint,layer7_any_negative,layer7_improvement_mean,mode,realizations,utterance_id
j4_final,False,0.09345564246177673,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09455728530883789,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.0939425528049469,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.10255312919616699,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.0918387770652771,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.0580919086933136,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09345757961273193,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09455728530883789,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09345564246177673,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09455728530883789,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09345564246177673,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
j4_final,False,0.09455728530883789,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34629/5895-34629-0033.flac
accepted_j3,False,0.04703110456466675,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.0568121075630188,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.05292120575904846,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.085499107837677,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.04717746376991272,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.008903741836547852,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.04703110456466675,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.05682513117790222,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.04703110456466675,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.0568121075630188,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.04703110456466675,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,False,0.0568121075630188,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.06441795825958252,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.07900074124336243,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.0726240873336792,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.0931803286075592,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.053931236267089844,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.0064539313316345215,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.06441795825958252,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.07909759879112244,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.06441795825958252,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.07900074124336243,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.06441795825958252,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
j4_final,False,0.07900074124336243,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/7850/281318/7850-281318-0012.flac
accepted_j3,True,0.007880955934524536,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.02656981348991394,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.031161218881607056,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.0759834349155426,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.029351353645324707,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,True,0.007985979318618774,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,True,0.007884591817855835,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.026688605546951294,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,True,0.007880955934524536,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.02656981348991394,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,True,0.007880955934524536,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.02656981348991394,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.04924330115318298,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.05640628933906555,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.05524817109107971,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.0759427547454834,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,True,0.022747457027435303,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,True,3.0517578125e-05,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.04924812912940979,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.05639711022377014,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.04924330115318298,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.05640628933906555,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.04924330115318298,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
j4_final,False,0.05640628933906555,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/3576/138058/3576-138058-0013.flac
accepted_j3,False,0.015246301889419556,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.02147945761680603,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.01845693588256836,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.05771219730377197,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.018519848585128784,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,True,-0.0037455856800079346,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.015241295099258423,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.021409600973129272,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.015247911214828491,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.02147945761680603,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.015247255563735962,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,False,0.02147945761680603,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04272016882896423,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04385662078857422,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.040189385414123535,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.05416834354400635,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.012799501419067383,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,True,-0.01114422082901001,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04270881414413452,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.043753981590270996,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04272112250328064,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04385662078857422,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04272139072418213,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
j4_final,False,0.04385662078857422,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/251/118436/251-118436-0008.flac
accepted_j3,True,0.020487606525421143,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.035994112491607666,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,True,0.01916530728340149,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.1187235414981842,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.03568458557128906,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.007301658391952515,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,True,0.020482778549194336,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.03599444031715393,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,True,0.020487606525421143,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.035994112491607666,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,True,0.020487606525421143,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,False,0.035994112491607666,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08486911654472351,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08886873722076416,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08659744262695312,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.12069106101989746,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.032292723655700684,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,True,0.003917276859283447,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08485642075538635,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08886909484863281,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08486911654472351,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08886873722076416,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08486911654472351,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
j4_final,False,0.08886873722076416,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170142/1462-170142-0023.flac
accepted_j3,True,0.015083909034729004,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.04778563976287842,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.04459720849990845,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.06129083037376404,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.03638043999671936,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,True,0.006753295660018921,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,True,0.015077173709869385,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.04776284098625183,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,True,0.015080928802490234,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.047794878482818604,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,True,0.015083253383636475,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,False,0.04778563976287842,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.03035515546798706,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.06082162261009216,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.05347362160682678,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.06191617250442505,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.03463149070739746,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,True,-0.00020456314086914062,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.03034794330596924,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.060626208782196045,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.030352532863616943,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.060814738273620605,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.03035476803779602,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
j4_final,False,0.06082162261009216,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac
accepted_j3,True,0.014766275882720947,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.02281990647315979,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.018711835145950317,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.062312930822372437,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.03284415602684021,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.008848309516906738,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,True,0.014766275882720947,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.022818058729171753,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,True,0.014766275882720947,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.02281990647315979,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,True,0.014766275882720947,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,False,0.02281990647315979,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.041062235832214355,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.047950178384780884,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.04646027088165283,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.06775835156440735,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.029795438051223755,barrage_equal_global,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.006528973579406738,barrage_equal_active,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.041062235832214355,estimated_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.047940343618392944,oracle_clip_10,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.041062235832214355,estimated_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.047950178384780884,oracle_clip_20,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.041062235832214355,estimated_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
j4_final,False,0.047950178384780884,oracle_clip_40,2,data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0003.flac
accepted_j3,True,-0.0009049773216247559,estimated_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0010.flac
accepted_j3,False,0.01942792534828186,oracle_normal,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0010.flac
accepted_j3,False,0.013814449310302734,data_only,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0010.flac
accepted_j3,False,0.053253352642059326,no_jammer,2,data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0010.flac
